ref;nump;reg;dpt;com;insee;edif;adresse;leg;lieucor;autp;autoeu;scle;datpv;serie;typdoc;lbase;copy;video_v;video_p;wgs84;filename
APMH00004642;MH0004642;Ile-de-France;75;Paris 04;75104;Hôtel;2 rue Charles V;Façade sur rue : Balcon Louis XIV et linteau de porte;;Robert, Paul (photographe);;;1892;;Négatif;PA00086341;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0403/sap01_mh004642_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/17644cf361a423598571ebab74a41cae/;48.8525139, 2.3637075;http://www.culture.gouv.fr/Wave/image/memoire/0403/sap01_mh004642_p.jpg
APMH00002085;MH0002085;Ile-de-France;75;Paris 04;75104;Hôtel de Lignerac;5 rue Saint-Paul;Portail d'escalier;;Mieusement, Médéric (photographe);;;1889.03;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0314/sap01_mh002085_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/a8c46b6f738d4666cf47a0955d5f0a80/;48.8525892, 2.3606555;http://www.culture.gouv.fr/Wave/image/memoire/0314/sap01_mh002085_p.jpg
APMH00004641;MH0004641;Ile-de-France;75;Paris 04;75104;Hôtel;17 quai Bourbon;Façade sur rue : Porte;;Robert, Paul (photographe);;;1892;;Négatif;PA00086320;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0403/sap01_mh004641_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/ccef5b0dd9b558e0561b49f16fcd89cc/;48.8526154, 2.355871;http://www.culture.gouv.fr/Wave/image/memoire/0403/sap01_mh004641_p.jpg
APMH00004639;MH0004639;Ile-de-France;75;Paris 04;75104;Hôtel de Launay ou hôtel Amelot;12 rue des Lions-Saint-Paul;Façade sur rue en perspective;;Robert, Paul (photographe);;;1892;;Négatif;PA00135365;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0403/sap01_mh004639_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/718e5d36bce59ee0cbaf6fdfffe7d66f/;48.8526328, 2.3621454;http://www.culture.gouv.fr/Wave/image/memoire/0403/sap01_mh004639_p.jpg
APMH00004535;MH0004535;Ile-de-France;75;Paris 04;75104;Hôtel Lambert;2 rue Saint-Louis-en-l'Ile;Façade sur cour;;Robert, Paul (photographe);;;1892;;Négatif;PA00086295;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0403/sap01_mh004535_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/d20085173d22785775d67c235713835d/;48.8526726, 2.3542393;http://www.culture.gouv.fr/Wave/image/memoire/0403/sap01_mh004535_p.jpg
APMH00006674;MH0006674;Ile-de-France;75;Paris;75056;Abbaye Saint-Martin-des-Champs (ancienne);;Tour;;Durand, Eugène (photographe);;;;;Négatif;PA00086100;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0010/sap01_mh006674_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/0f021750dde7b6ea6b270ee6ea12e002/;48.852679, 2.3387945;http://www.culture.gouv.fr/Wave/image/memoire/0010/sap01_mh006674_p.jpg
APMH00006673;MH0006673;Ile-de-France;75;Paris;75056;Abbaye Saint-Martin-des-Champs (ancienne);;Tour;;Durand, Eugène (photographe);;;;;Négatif;PA00086100;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0010/sap01_mh006673_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/c80310d2baab393aeaccabd054249ff9/;48.852679, 2.3387945;http://www.culture.gouv.fr/Wave/image/memoire/0010/sap01_mh006673_p.jpg
APMH00037634;MH0037634;Ile-de-France;75;Paris 04;75104;Maison;rue Saint-Paul;Vue générale;;Atget, Eugène (photographe);;;1900;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/1215/sap01_mh00037634_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/971f88eba1b3101be277559a48f5fc38/;48.852762, 2.3609034;http://www.culture.gouv.fr/Wave/image/memoire/1215/sap01_mh00037634_p.jpg
APMH00002080;MH0002080;Ile-de-France;75;Paris 04;75104;Pont Marie;;Côté ouest;;Mieusement, Médéric (photographe);;;1889.03;;Négatif;PA00086474;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0314/sap01_mh002080_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/d2344af6ad6b0bca990bf0c086bad84f/;48.852808, 2.3573559;http://www.culture.gouv.fr/Wave/image/memoire/0314/sap01_mh002080_p.jpg
APMH0014112B;MH0014112B;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Chapiteau de la galerie du choeur;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0316/sap01_mh014112b_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/79e2551d8f5efe5b017b49d044e7ad01/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0316/sap01_mh014112b_p.jpg
APMH00021095;MH0021095;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Pinacle de la façade sud : Détail montrant l'effritement et la désagrégation de la pierre;;Gossin (photographe);;;1918.03;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0423/sap01_mh00021095_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/827169489c411cbe226486cdccbf4d1e/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0423/sap01_mh00021095_p.jpg
APMH00017128;MH0017128;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Transept sud : Pinacle;;Durand, Jean-Eugène (photographe);;;1918;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0338/sap01_mh017128_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/3e876a51b6c252741ccdb2a92b7603c0/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0338/sap01_mh017128_p.jpg
APMH0014089A;MH0014089A;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Façade sud : oculus;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0316/sap01_mh014089a_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/c1b363d4ba918576dd3850a53cfa9a82/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0316/sap01_mh014089a_p.jpg
APMH0014069B;MH0014069B;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Galerie de la façade ouest : chimère;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014069b_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/491d5deac8c0df5c34b1bd821cd08672/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014069b_p.jpg
APMH00021104;MH0021104;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Pinacle de la façade sud : Détail montrant l'effritement et la désagrégation de la pierre;;Gossin (photographe);;;1918.03;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0423/sap01_mh00021104_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/7c8c0aeb3073c35b09353be7b3f4924b/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0423/sap01_mh00021104_p.jpg
APMH00017374;MH0017374;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Bas-relief situé au nord de l'abside : L'Assomption;;Durand, Jean-Eugène (photographe);;;1919 (avant);;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0339/sap01_mh017374_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/795bd000b3904f936ed5dbd36a724584/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0339/sap01_mh017374_p.jpg
APMH00037269;MH0037269;Ile-de-France;75;Paris;75056;Cathédrale Notre-Dame;;Ensemble sud-ouest;;Chaine, Henri (architecte);;;1902;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0024/sap01_mh037269_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/8b6af697e62b4ad1d0ef2ccf74ccca9c/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0024/sap01_mh037269_p.jpg
APMH00021102;MH0021102;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Pinacle de la façade sud : Détail montrant l'effritement et la désagrégation de la pierre;;Gossin (photographe);;;1918.03;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0423/sap01_mh00021102_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/82c05f6eeb5aa199de6592892df107ca/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0423/sap01_mh00021102_p.jpg
APMH00021097;MH0021097;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Pinacle de la façade sud : Détail montrant l'effritement et la désagrégation de la pierre;;Gossin (photographe);;;1918.03;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0423/sap01_mh00021097_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/c5e6e6130617eac03ec0ad7da756125b/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0423/sap01_mh00021097_p.jpg
APMH00006618;MH0006618;Ile-de-France;75;Paris;75056;Cathédrale Notre-Dame;;Peintures murales d'après les dessins de Viollet-le-Duc;"75 ; Paris ; Médiathèque de l'Architecture et du Patrimoine";Durand, Eugène (photographe);;;;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0010/sap01_mh006618_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/1e4767dcb64208c50ea41806ee6f0e94/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0010/sap01_mh006618_p.jpg
APMH00035683;MH0035683;Ile-de-France;75;Paris;75056;Cathédrale Notre-Dame;;Soubassement et portail nord;;Enlart, Camille (historien);;;;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0028/sap01_mh035683_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/e871e12e7f59028af4726f039d155cf1/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0028/sap01_mh035683_p.jpg
APMH00023900;MH0023900;Ile-de-France;75;Paris;75056;Cathédrale Notre-Dame;;Arcs-boutants de la nef et partie supérieure du transept au nord;;Durand, Eugène (photographe);;;;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/1787/sap01_mh0023900_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/f9561e48ab91b9982abafee912bd0225/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/1787/sap01_mh0023900_p.jpg
APMH00021106;MH0021106;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Pinacle de la façade nord : Détail montrant l'effritement et la désagrégation de la pierre;;Gossin (photographe);;;1918.03;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0423/sap01_mh00021106_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/0c0d122e62c754be7e31272902646e60/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0423/sap01_mh00021106_p.jpg
APMH00014080;MH0014080;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Façade ouest : pentures de porte;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014080_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/29f6b9b8d0a4ca6ed153ac9c929791d5/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014080_p.jpg
APMH00014063;MH0014063;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Abside, côté nord : Bas-relief décorant le mur;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014063_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/8a1125c224f303035c97259854f6b5bb/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014063_p.jpg
APMH00014061;MH0014061;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Transept sud : bas-relief décorant le soubassement, côté gauche;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014061_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/15eef5ffd78abe935cb31cca155fa4b1/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014061_p.jpg
APMH00014059;MH0014059;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Galerie de la façade ouest : chimère;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014059_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/4fceed9a24fabb203b167ce01c9fdb5a/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014059_p.jpg
APMH00035684;MH0035684;Ile-de-France;75;Paris;75056;Cathédrale Notre-Dame;;Portail et soubassement;;Enlart, Camille (historien);;;;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0028/sap01_mh035684_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/ee3c540a0758aa39d7d2961316cd4536/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0028/sap01_mh035684_p.jpg
APMH00014092;MH0014092;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Portail du transept sud : partie centrale;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014092_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/5c71b1286aa3a260c55f5a65bcf8e681/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014092_p.jpg
APMH00014082;MH0014082;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Portail de la façade ouest : statues-colonnes et soubassement de l'ébrasement gauche;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014082_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/ae184d8741e1824c55b65e5f0a8636aa/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014082_p.jpg
APMH00014050;MH0014050;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Tour nord : balustrade et chimères à l'angle sud-est;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014050_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/8ceedba9b72ac1430f12a58f7d2f347a/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014050_p.jpg
APMH00014083;MH0014083;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Portail de la façade ouest : statues-colonnes et soubassement de l'ébrasement droit;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014083_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/5174e863e12b1b6941ad71a456b47e3e/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014083_p.jpg
APMH00014062;MH0014062;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Abside : Bas-relief décorant le mur;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014062_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/24d4156a75ca539299782013938c7109/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014062_p.jpg
APMH00014056;MH0014056;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Abside : fenêtre;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014056_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/3934a59085d73ffc6130d40c4033df58/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014056_p.jpg
APMH00014044;MH0014044;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Tours clochers de la façade ouest : couronnement côté est;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014044_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/ab0d7c03a43f89fa01962ee205b154ea/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014044_p.jpg
APMH00014037;MH0014037;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Abside;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014037_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/fd747baef17c508870125281085d0e10/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014037_p.jpg
APMH00006635;MH0006635;Ile-de-France;75;Paris;75056;Cathédrale Notre-Dame;;Peintures murales d'après les dessins de Viollet-le-Duc;"75 ; Paris ; Médiathèque de l'Architecture et du Patrimoine";Durand, Eugène (photographe);;;;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0010/sap01_mh006635_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/13467065a4c2274d715587c503ac6a1f/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0010/sap01_mh006635_p.jpg
APMH00014100;MH0014100;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Façade nord : arcs-boutants vus de profil et face est du transept;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014100_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/3d37f08c0bbf9ce811987cbe69e4d01a/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014100_p.jpg
APMH00014088;MH0014088;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Départ d'arcatures : chimère;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014088_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/2cb9b58d48ea424b0dbe6b9d38665eb7/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0315/sap01_mh014088_p.jpg
APMH00003930;MH0003930;Ile-de-France;75;Paris 04;75104;Cathédrale Notre-Dame;;Cour du Chapître;;Mieusement, Médéric (photographe);;;1892;;Négatif;PA00086250;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0402/sap01_mh003930_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/a61f51b5ebecff29e20a518673a57727/;48.8529682, 2.3499021;http://www.culture.gouv.fr/Wave/image/memoire/0402/sap01_mh003930_p.jpg
APMH00004650;MH0004650;Ile-de-France;75;Paris 04;75104;Maison;8 rue Saint-Paul;Tourelle d'angle en encorbellement;;Robert, Paul (photographe);;;1892;;Négatif;PA00086445;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0403/sap01_mh004650_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/0312b88be9bf1c11bb67e4b730997648/;48.8529852, 2.3612382;http://www.culture.gouv.fr/Wave/image/memoire/0403/sap01_mh004650_p.jpg
APMH00037689;MH0037689;Ile-de-France;75;Paris 04;75104;"Hôtel de Boisgelin;Hôtel Roualle de Boisgelin";29 quai de Bourbon;Rampe d'escalier en fer;;Atget, Eugène (photographe);;;1900;;Négatif;PA00086321;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0342/sap01_mh00037689_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/ae528fd965c9e5a8eb82ac7fd87f474c/;48.8531224, 2.3543568;http://www.culture.gouv.fr/Wave/image/memoire/0342/sap01_mh00037689_p.jpg
APMH00004624;MH0004624;Ile-de-France;75;Paris 04;75104;"Maison Louis XVI ; Maison canoniale (ancienne)";10 rue du Cloître-Notre-Dame;Cour intérieure : Fontaine;;Robert, Paul (photographe);;;1892;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0403/sap01_mh004624_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/1b7a8fddaea451ffdf8551ec1b56c3e3/;48.8533947, 2.3502058;http://www.culture.gouv.fr/Wave/image/memoire/0403/sap01_mh004624_p.jpg
APMH00004660;MH0004660;Ile-de-France;75;Paris 04;75104;"Maison Louis XVI ; Maison canoniale (ancienne)";10 rue du Cloître-Notre-Dame;Cour intérieure : Fontaine;;Robert, Paul (photographe);;;1892;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0403/sap01_mh004660_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/60dedb9eb0a3b6cd6dbf313501fb1da5/;48.8533947, 2.3502058;http://www.culture.gouv.fr/Wave/image/memoire/0403/sap01_mh004660_p.jpg
