ref;nump;reg;dpt;com;insee;edif;adresse;leg;lieucor;autp;autoeu;scle;datpv;serie;typdoc;lbase;copy;video_v;video_p;wgs84;filename
APMH00006801;MH0006801;Ile-de-France;77;Provins;77379;Eglise Saint-Quiriace;;Choeur;;Durand, Eugène (photographe);;;;;Négatif;PA00087203;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0010/sap01_mh006801_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/e434ac6fcaad3030fd11eec78bdee2ff/;48.560847, 3.290922;http://www.culture.gouv.fr/Wave/image/memoire/0010/sap01_mh006801_p.jpg
APMH00014661;MH0014661;Ile-de-France;77;Provins;77379;Eglise Saint-Quiriace;;;;"Neurdein (frères) ; Neurdein, Louis ; Neurdein, Louis (photographe)";;;1905 (avant, supposé);;Négatif;"PA00087203 ; PM77001944";Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0316/sap01_mh014661_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/e24ec7827b38ba67948b3309235c8497/;48.560847, 3.290922;http://www.culture.gouv.fr/Wave/image/memoire/0316/sap01_mh014661_p.jpg
APMH00014658;MH0014658;Ile-de-France;77;Provins;77379;Eglise Saint-Quiriace;;Grille intérieure du portail ouest;;"Neurdein (frères) ; Neurdein, Louis ; Neurdein, Louis (photographe)";;;1905 (avant, supposé);;Négatif;"PA00087203 ; PM77001410";Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0316/sap01_mh014658_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/6332b3550c3e3064a38ea5008e39d0fe/;48.560847, 3.290922;http://www.culture.gouv.fr/Wave/image/memoire/0316/sap01_mh014658_p.jpg
APMH00014651;MH0014651;Ile-de-France;77;Provins;77379;Eglise Saint-Quiriace;;Chapiteaux;;"Neurdein (frères) ; Neurdein, Louis ; Neurdein, Louis (photographe)";;;1905 (avant, supposé);;Négatif;PA00087203;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0316/sap01_mh014651_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/b83f58681ee6f2126857d739abed5918/;48.560847, 3.290922;http://www.culture.gouv.fr/Wave/image/memoire/0316/sap01_mh014651_p.jpg
APMH00014646;MH0014646;Ile-de-France;77;Provins;77379;Eglise Saint-Quiriace;;Vue intérieure du bas-côté nord, vers l'ouest;;"Neurdein (frères) ; Neurdein, Louis ; Neurdein, Louis (photographe)";;;1905 (avant, supposé);;Négatif;PA00087203;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0316/sap01_mh014646_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/6b7f8e3f1f1fd85e5eb020e00c5723ca/;48.560847, 3.290922;http://www.culture.gouv.fr/Wave/image/memoire/0316/sap01_mh014646_p.jpg
APMH00007370;MH0007370;Ile-de-France;77;Provins;77379;Croix;;Croix;;Durand, Eugène (photographe);;;;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0008/sap01_mh007370_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/df1376996c9496f4215b5e7995ed3517/;48.5620509, 3.298383;http://www.culture.gouv.fr/Wave/image/memoire/0008/sap01_mh007370_p.jpg
APMH00016624;MH0016624;Ile-de-France;77;Moisenay;77295;Eglise;;Façade ouest et clocher;;Durand, Jean-Eugène (photographe);;;1919 (avant);;Négatif;PA00087107;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0338/sap01_mh016624_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/89aa8360b7d864c24024540ac1fd6f5a/;48.562191, 2.7348736;http://www.culture.gouv.fr/Wave/image/memoire/0338/sap01_mh016624_p.jpg
APMH00012783;MH0012783;Ile-de-France;77;Moisenay;77295;Eglise;;Vue intérieure de la nef vers le choeur;;Durand, Jean-Eugène (photographe);;;1905 (avant, supposé);;Négatif;PA00087107;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0401/sap01_mh012783_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/0e67664e764e3c0694679d268e9fd3d8/;48.562191, 2.7348736;http://www.culture.gouv.fr/Wave/image/memoire/0401/sap01_mh012783_p.jpg
APMH00035923;MH0035923;Ile-de-France;77;Provins;77379;Remparts;;;;Enlart, Camille (historien);;;;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0029/sap01_mh035923_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/836cd97ecbab45997c1ce2b375952675/;48.5634022, 3.2814414;http://www.culture.gouv.fr/Wave/image/memoire/0029/sap01_mh035923_p.jpg
APMH00011494;MH0011494;Ile-de-France;77;Provins;77379;Remparts;;;;Durand, Eugène (photographe);;;;;Négatif;PA00087247;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0011/sap01_mh011494_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/a31b7f388ef47c459a9cb9ed7f573646/;48.5634022, 3.2814414;http://www.culture.gouv.fr/Wave/image/memoire/0011/sap01_mh011494_p.jpg
APMH00006805;MH0006805;Ile-de-France;77;Provins;77379;Remparts;;;;Durand, Eugène (photographe);;;;;Négatif;PA00087247;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0010/sap01_mh006805_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/79e03512a85382bb90c3dfe65fefa0f4/;48.5634022, 3.2814414;http://www.culture.gouv.fr/Wave/image/memoire/0010/sap01_mh006805_p.jpg
APMH00007280;MH0007280;Ile-de-France;77;Provins;77379;Remparts;;;;Durand, Eugène (photographe);;;;;Négatif;PA00087247;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0008/sap01_mh007280_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/1da9c30399dbe16d9e50d30d28d4d345/;48.5634022, 3.2814414;http://www.culture.gouv.fr/Wave/image/memoire/0008/sap01_mh007280_p.jpg
APMH00006248;MH0006248;Ile-de-France;91;Corbeil-Essonnes;91174;Cathédrale Saint-Spire;;Tombeau;;Durand, Eugène (photographe);;;;;Négatif;PA00087863;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0009/sap01_mh006248_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/8d60e6b821d0e3b53dfd4bba231cf2f9/;48.6118155, 2.4821776;http://www.culture.gouv.fr/Wave/image/memoire/0009/sap01_mh006248_p.jpg
APMH00035886;MH0035886;Ile-de-France;77;Voulton;77530;Eglise;;Vue diagonale;;Enlart, Camille (historien);;;;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0029/sap01_mh035886_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/3a0f8f82b264f869ca4d066a54a3e5d2/;48.617553, 3.336128;http://www.culture.gouv.fr/Wave/image/memoire/0029/sap01_mh035886_p.jpg
APMH00014702;MH0014702;Ile-de-France;77;Voulton;77530;Eglise;;Vue intérieure de la nef, vers le choeur;;"Neurdein (frères) ; Neurdein, Louis ; Neurdein, Louis (photographe)";;;1905 (avant, supposé);;Négatif;PA00087329;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0316/sap01_mh014702_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/11244f9e52a7779f37999e037a54b820/;48.617553, 3.336128;http://www.culture.gouv.fr/Wave/image/memoire/0316/sap01_mh014702_p.jpg
APMH00010241;MH0010241;Ile-de-France;77;Louan-Villegruis-Fontaine;77262;Château de Montaiguillon (ruines);;;;Durand, Eugène (photographe);;;;;Négatif;PA00087070;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0058/sap01_mh010241_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/7854db81ef27159629edd42232ca880d/;48.6256, 3.48;http://www.culture.gouv.fr/Wave/image/memoire/0058/sap01_mh010241_p.jpg
APMH00001839;MH0001839;Ile-de-France;91;Montlhéry;91425;Château (ancien);;Restes de l'enceinte;;Mieusement, Médéric (photographe);;;1879.08;;Négatif;PA00087970;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh001839_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/9d2f39367a53cbd91324ed2ccc10dd35/;48.638324, 2.271502;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh001839_p.jpg
APMH00035996;MH0035996;Ile-de-France;91;Longpont-sur-Orge;91347;"Eglise de l'ancienne abbaye  ;  Basilique Notre-Dame-de-Bonne-Garde";;Portail;;Enlart, Camille (historien);;;;;Négatif;PA00087941;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0029/sap01_mh035996_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/fddf1cb0127bf801128e30d7e55cae58/;48.639013, 2.285823;http://www.culture.gouv.fr/Wave/image/memoire/0029/sap01_mh035996_p.jpg
APMH00016265;MH0016265;Ile-de-France;91;Longpont-sur-Orge;91347;"Basilique Notre-Dame-de-Bonne-Garde ; Abbaye (ancienne)";;Portail de la façade ouest : Statues de l'ébrasement gauche;;Vorin;;;1919 (avant);;Négatif;PA00087941;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh016265_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/d0dae26d23535543196e0a43f4dbe606/;48.639013, 2.285823;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh016265_p.jpg
APMH00016344;MH0016344;Ile-de-France;91;Longpont-sur-Orge;91347;"Basilique Notre-Dame-de-Bonne-Garde ; Abbaye (ancienne)";;Ensemble ouest;;Vorin;;;1919 (avant);;Négatif;PA00087941;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh016344_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/f23fdc2c240f6ab255a58cc5e6674397/;48.639013, 2.285823;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh016344_p.jpg
APMH00016263;MH0016263;Ile-de-France;91;Longpont-sur-Orge;91347;"Basilique Notre-Dame-de-Bonne-Garde ; Abbaye (ancienne)";;Portail de la façade ouest : Statue de la Vierge à l'Enfant au trumeau;;Vorin;;;1919 (avant);;Négatif;PA00087941;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh016263_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/b6e57f42bc22d5fcd39ac10a4ced33da/;48.639013, 2.285823;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh016263_p.jpg
APMH00016266;MH0016266;Ile-de-France;91;Longpont-sur-Orge;91347;"Basilique Notre-Dame-de-Bonne-Garde ; Abbaye (ancienne)";;Portail de la façade ouest : Voussures de droite;;Vorin;;;1919 (avant);;Négatif;PA00087941;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh016266_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/556269113ab71eaf412c76a5e337938c/;48.639013, 2.285823;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh016266_p.jpg
APMH00015451;MH0015451;Ile-de-France;91;Limours;91338;Eglise Saint-Pierre;;Vitrail : Scènes de la Passion;;Leprévost (photographe);;;1910 (avant);;Négatif;PA00087937;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0320/sap01_mh015451_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/2f0491075ce27d30eb6bf71a074698f1/;48.645465, 2.077934;http://www.culture.gouv.fr/Wave/image/memoire/0320/sap01_mh015451_p.jpg
APMH00007345;MH0007345;Ile-de-France;91;Montlhéry;91425;Hôtel-Dieu;;Porte;;Durand, Eugène (photographe);;;;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0008/sap01_mh007345_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/a578112b69058fdef3187f656413b25f/;48.648014, 2.216371;http://www.culture.gouv.fr/Wave/image/memoire/0008/sap01_mh007345_p.jpg
APMH00026538;MH0026538;Ile-de-France;78;Rambouillet;78517;Hôpital;;;;Heuzé, Henri (photographe);;;;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/1791/sap01_mh0026538_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/78082d1c576e2da4be658bba5d675b06/;48.6528906, 1.8260292;http://www.culture.gouv.fr/Wave/image/memoire/1791/sap01_mh0026538_p.jpg
APMH00017713;MH0017713;Ile-de-France;77;Champcenest;77080;Eglise;;Vue intérieure de la nef, vers le choeur;;Heuzé, Henri (photographe);;;1919 (avant);;Négatif;PA00086858;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0313/sap01_mh017713_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/dcb900455d1125b57a76c7eef72f578e/;48.669945, 3.2827566;http://www.culture.gouv.fr/Wave/image/memoire/0313/sap01_mh017713_p.jpg
APMH00017718;MH0017718;Ile-de-France;77;Augers-en-Brie;77012;Eglise;;Vue intérieure de la nef, vers le nord-ouest;;Heuzé, Henri (photographe);;;1919 (avant);;Négatif;PA00086801;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0313/sap01_mh017718_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/7c700cb84ab5d9c0b2ed4ea252bbeeed/;48.679473, 3.3557262;http://www.culture.gouv.fr/Wave/image/memoire/0313/sap01_mh017718_p.jpg
APMH00017717;MH0017717;Ile-de-France;77;Augers-en-Brie;77012;Eglise;;Vue intérieure de la nef, vers le nord-est;;Heuzé, Henri (photographe);;;1919 (avant);;Négatif;PA00086801;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0313/sap01_mh017717_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/228b3410c01cae48408e55af46ad6cb5/;48.679473, 3.3557262;http://www.culture.gouv.fr/Wave/image/memoire/0313/sap01_mh017717_p.jpg
APMH00031428;MH0031428;Ile-de-France;77;Boisdon;77036;Eglise;;Ensemble sud-ouest;;Louzier (photographe);;;;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0016/sap01_mh031428_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/af9be74353c3e3a60f92b5dc94fcdada/;48.6851633, 3.2267191;http://www.culture.gouv.fr/Wave/image/memoire/0016/sap01_mh031428_p.jpg
APMH00006395;MH0006395;Ile-de-France;91;Juvisy-sur-Orge;91326;Pont des Belles-Fontaines;;;;Durand, Eugène (photographe);;;;;Négatif;PA00087929;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0009/sap01_mh006395_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/d791337c28936b71d9cc4b3720daac88/;48.6860034, 2.3734586;http://www.culture.gouv.fr/Wave/image/memoire/0009/sap01_mh006395_p.jpg
APMH00035771;MH0035771;Ile-de-France;77;Brie-Comte-Robert;77053;Eglise;;Façade ouest;;Enlart, Camille (historien);;;;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0028/sap01_mh035771_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/574e6cf3fb31ff0fd57bee5627ed9027/;48.6905686, 2.6080915;http://www.culture.gouv.fr/Wave/image/memoire/0028/sap01_mh035771_p.jpg
APMH00007572;MH0007572;Ile-de-France;77;Brie-Comte-Robert;77053;Eglise Saint-Etienne;;Façade ouest;;Le Secq, Henri (photographe);;;1851;Mission héliographique;Négatif;PA00086836;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0100/sap01_mh007572_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/84664bd8eb6d86831b1a58e72e3901b0/;48.6905686, 2.6080915;http://www.culture.gouv.fr/Wave/image/memoire/0100/sap01_mh007572_p.jpg
APMH00023496;MH0023496;Ile-de-France;91;Juvisy-sur-Orge;91326;Terrasse et grotte de rocaille;;Statue située dans une niche de la terrasse : Hercule;;Durand, Jean-Eugène (photographe);Lenôtre, André (dessinateur de jardin);17e siècle;1890.09;;Négatif;PA00087931;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0706/sap01_mh00023496_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/7f631ed18f8e5824f012133e112da1ed/;48.691738, 2.37216;http://www.culture.gouv.fr/Wave/image/memoire/0706/sap01_mh00023496_p.jpg
APMH00023499;MH0023499;Ile-de-France;91;Juvisy-sur-Orge;91326;Terrasse et grotte de rocaille;;Partie centrale de la terrasse et rampe;;Durand, Jean-Eugène (photographe);Lenôtre, André (dessinateur de jardin);17e siècle;1890.09;;Négatif;PA00087931;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0706/sap01_mh00023499_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/ff350ca868f2d37ad16bf3b8fda386ac/;48.691738, 2.37216;http://www.culture.gouv.fr/Wave/image/memoire/0706/sap01_mh00023499_p.jpg
APMH00037370;MH0037370;Ile-de-France;91;Athis-Mons;91027;Eglise;;Clocher, état avant restauration;;Chaine, Henri (architecte);;;;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0024/sap01_mh037370_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/a5e810f4d9257f10e04852f386f720ab/;48.7087204, 2.3893321;http://www.culture.gouv.fr/Wave/image/memoire/0024/sap01_mh037370_p.jpg
APMH00007136;MH0007136;Ile-de-France;91;Athis-Mons;91027;Eglise;;Clocher;;Durand, Eugène (photographe);;;;;Négatif;PA00087807;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0008/sap01_mh007136_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/4a512ea6dcdb24dda21e831a1742e90e/;48.7087204, 2.3893321;http://www.culture.gouv.fr/Wave/image/memoire/0008/sap01_mh007136_p.jpg
APMH00007301;MH0007301;Ile-de-France;94;Villeneuve-Saint-Georges;94078;Eglise;;Portail ouest;;Durand, Eugène (photographe);;;;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0008/sap01_mh007301_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/3ffed2a448b69632b2bd05718e82a241/;48.7262797, 2.4467993;http://www.culture.gouv.fr/Wave/image/memoire/0008/sap01_mh007301_p.jpg
APMH00016379;MH0016379;Ile-de-France;91;Crosne;91191;Eglise;place de l' Eglise;Chapiteau;;Vorin;;;1919 (avant);;Négatif;PA00087877;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh016379_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/1232a720e39f6f035be670f35ef843b3/;48.7438899, 2.4747256;http://www.culture.gouv.fr/Wave/image/memoire/0340/sap01_mh016379_p.jpg
APMH00005606;MH0005606;Ile-de-France;94;Boissy-Saint-Léger;94004;Eglise;Varennes;Verrières;;Carlier (photographe);;;;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0009/sap01_mh005606_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/503c4a8791ac74f06cc2c5871fd4a716/;48.752811, 2.504765;http://www.culture.gouv.fr/Wave/image/memoire/0009/sap01_mh005606_p.jpg
APMH00005608;MH0005608;Ile-de-France;94;Boissy-Saint-Léger;94004;Eglise;Varennes;Verrières;;Carlier (photographe);;;;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0009/sap01_mh005608_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/e738818e44792057a94aac526e202cbe/;48.752811, 2.504765;http://www.culture.gouv.fr/Wave/image/memoire/0009/sap01_mh005608_p.jpg
APMH00005603;MH0005603;Ile-de-France;94;Boissy-Saint-Léger;94004;Eglise;Varennes;Verrières;;Carlier (photographe);;;;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0009/sap01_mh005603_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/ef8696849cc1d68df254469e2d2fac07/;48.752811, 2.504765;http://www.culture.gouv.fr/Wave/image/memoire/0009/sap01_mh005603_p.jpg
APMH00015454;MH0015454;Ile-de-France;78;Montfort-l'Amaury;78420;Eglise Saint-Pierre;;Vitrail : Ascension;;Leprévost (photographe);;;1910 (avant);;Négatif;PA00087551;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0316/sap01_mh015454_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/4935e10d67e69c357b44fbd96432b845/;48.7767448, 1.8075288;http://www.culture.gouv.fr/Wave/image/memoire/0316/sap01_mh015454_p.jpg
APMH00009121;MH0009121;Ile-de-France;78;Montfort-l'Amaury;78420;Eglise Saint-Pierre;;Abside;;Durand, Eugène (photographe);;;;;Négatif;PA00087551;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0014/sap01_mh009121_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/f4a570bb972ae5207eac2bba54de2c59/;48.7767448, 1.8075288;http://www.culture.gouv.fr/Wave/image/memoire/0014/sap01_mh009121_p.jpg
APMH00037131;MH0037131;Ile-de-France;94;Vitry-sur-Seine;94081;Eglise;;Ensemble sud-ouest;;Chaine, Henri (architecte);;;1911;;Négatif;;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0019/sap01_mh037131_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/e2deaae643a441c339f9717fac7c70a1/;48.7915754, 2.3945315;http://www.culture.gouv.fr/Wave/image/memoire/0019/sap01_mh037131_p.jpg
APMH00007032;MH0007032;Ile-de-France;94;Vitry-sur-Seine;94081;Eglise Saint-Germain;;Façade ouest;;Durand, Eugène (photographe);;;;;Négatif;"PA00079921 ; IA00134278";Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0010/sap01_mh007032_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/b4fde9bad666df2c07ba6ef6bed708e7/;48.7915754, 2.3945315;http://www.culture.gouv.fr/Wave/image/memoire/0010/sap01_mh007032_p.jpg
APMH00014539;MH0014539;Ile-de-France;78;Versailles;78646;Cathédrale Saint-Louis;;Ensemble nord-ouest;;Mieusement, Médéric (photographe);;;1905 (avant);;Négatif;PA00087667;Ministère de la Culture (France) - Médiathèque de l'architecture et du patrimoine - diffusion RMN;http://www.culture.gouv.fr/Wave/image/memoire/0400/sap01_mh014539_v.jpg;http://data.iledefrance.fr/api/datasets/1.0/photographies-serie-monuments-historiques-1851-a-1914/images/d3c9accf96873950f8ef0281dd10df19/;48.7983987, 2.1239822;http://www.culture.gouv.fr/Wave/image/memoire/0400/sap01_mh014539_p.jpg
